balance_id,account_id,snapshot_month,statement_balance_cad,credit_limit_cad,utilization_rate,minimum_payment_cad,amount_paid_cad,days_past_due
BAL1083E145F43F,ACC54653F3BBDD7,2023-05-01,245.92,1500,0.1639,25,222.42,3
BAL01B09E8199D3,ACC54653F3BBDD7,2023-06-01,372.19,1500,0.2481,25,159.07,0
BAL6ACFD476F7E6,ACC54653F3BBDD7,2023-07-01,325.77,1500,0.2172,25,243.93,6
BAL30EFA2DA1AAB,ACC54653F3BBDD7,2023-08-01,471.35,1500,0.3142,25,67.79,0
BALF86F93668F71,ACC54653F3BBDD7,2023-09-01,667.13,1500,0.4448,25,322.67,1
BAL9FB5C7A3B0F2,ACC54653F3BBDD7,2023-10-01,801.49,1500,0.5343,25,362.83,3
BAL4B298726FD27,ACC54653F3BBDD7,2023-11-01,674.22,1500,0.4495,25,559.9,1
BAL3A8A44925E65,ACC54653F3BBDD7,2023-12-01,573.33,1500,0.3822,25,556.73,5
BAL1CDC99BEEB6A,ACC54653F3BBDD7,2024-01-01,637.99,1500,0.4253,25,403.06,0
BAL0DA89098FF28,ACC54653F3BBDD7,2024-02-01,569.53,1500,0.3797,25,548.59,0
BALB5DF9A30A4BB,ACC54653F3BBDD7,2024-03-01,687.36,1500,0.4582,25,403.98,0
BALEF942578F51D,ACC54653F3BBDD7,2024-04-01,597.83,1500,0.3986,25,286.68,5
BAL8F159D1D26A5,ACC54653F3BBDD7,2024-05-01,855.97,1500,0.5706,25.68,583.74,0
BALF41C18679638,ACC54653F3BBDD7,2024-06-01,1087.22,1500,0.7248,32.62,747.34,4
BALED4F894B2E86,ACC54653F3BBDD7,2024-07-01,1006.23,1500,0.6708,30.19,122.53,2
BAL93E542FBF73A,ACC54653F3BBDD7,2024-08-01,1061.13,1500,0.7074,31.83,811.59,2
BAL0C66F7513D15,ACC54653F3BBDD7,2024-09-01,1033.85,1500,0.6892,31.02,394.85,0
BALEA05B9A11BD2,ACC54653F3BBDD7,2024-10-01,874.2,1500,0.5828,26.23,607.05,4
BAL5D1CD172206F,ACC54653F3BBDD7,2024-11-01,872.26,1500,0.5815,26.17,393.71,1
BAL813827AAFE3A,ACC54653F3BBDD7,2024-12-01,1128.01,1500,0.752,33.84,744.34,0
BALECD6DB1F42F5,ACC54653F3BBDD7,2025-01-01,946.42,1500,0.6309,28.39,621.65,4
BAL51403F08FD33,ACC54653F3BBDD7,2025-02-01,858.0,1500,0.572,25.74,273.47,0
BALC5240A1EBD86,ACC54653F3BBDD7,2025-03-01,806.92,1500,0.5379,25,469.32,1
BALCD2DEE83332B,ACC54653F3BBDD7,2025-04-01,946.19,1500,0.6308,28.39,421.72,4
BALFBFCA9FA78F2,ACC8FEA85B9776C,2023-12-01,233.54,2000,0.1168,25,177.38,5
BALEDC04A0A6FE8,ACC8FEA85B9776C,2024-01-01,149.1,2000,0.0745,25,66.57,0
BAL506C59DAFA72,ACC8FEA85B9776C,2024-02-01,139.67,2000,0.0698,25,42.51,9
BAL2EE37BD199F4,ACC8FEA85B9776C,2024-03-01,102.3,2000,0.0511,25,68.75,0
BALE3A4D187FEAD,ACC8FEA85B9776C,2024-04-01,123.18,2000,0.0616,25,45.22,6
BAL4C1ACD144290,ACC8FEA85B9776C,2024-05-01,261.51,2000,0.1308,25,123.06,0
BALA368199736AD,ACC8FEA85B9776C,2024-06-01,229.92,2000,0.115,25,147.23,0
BALEC7FAE873A06,ACC8FEA85B9776C,2024-07-01,33.53,2000,0.0168,25,29.75,0
BALC2DDAEB78041,ACC8FEA85B9776C,2024-08-01,0,2000,0.0,25,15.94,7
BAL280D9150C47D,ACC8FEA85B9776C,2024-09-01,189.35,2000,0.0947,25,132.31,2
BAL02D74D6D8357,ACC8FEA85B9776C,2024-10-01,246.12,2000,0.1231,25,73.03,5
BAL521B2B95EC47,ACC8FEA85B9776C,2024-11-01,72.91,2000,0.0365,25,60.37,6
BALE0A0F89F4BAA,ACC8FEA85B9776C,2024-12-01,241.06,2000,0.1205,25,229.16,4
BAL0CF38E807E16,ACC8FEA85B9776C,2025-01-01,511.07,2000,0.2555,25,209.79,0
BAL7F2BC93D6501,ACC8FEA85B9776C,2025-02-01,797.56,2000,0.3988,25,296.11,5
BAL11A49E7B5631,ACC8FEA85B9776C,2025-03-01,792.82,2000,0.3964,25,635.21,2
BAL39AB0523BD84,ACC8FEA85B9776C,2025-04-01,685.76,2000,0.3429,25,650.79,7
BALD902EE42EA93,ACC94D9D304348B,2023-11-01,738.59,1000,0.7386,25,347.56,0
BAL8C4B5320248E,ACC94D9D304348B,2023-12-01,571.25,1000,0.5713,25,389.64,0
BALBBB46483308A,ACC94D9D304348B,2024-01-01,373.79,1000,0.3738,25,58.5,5
BAL0AC92A7EC345,ACC94D9D304348B,2024-02-01,324.97,1000,0.325,25,180.8,5
BALA2C2681FE190,ACC94D9D304348B,2024-03-01,323.14,1000,0.3231,25,314.25,5
BALEE4209F75EBC,ACC94D9D304348B,2024-04-01,611.22,1000,0.6112,25,462.25,1
BAL654A025CEAD8,ACC94D9D304348B,2024-05-01,617.9,1000,0.6179,25,205.36,0
BAL77EBD48B1BC6,ACC94D9D304348B,2024-06-01,696.71,1000,0.6967,25,408.56,0
BAL337AC29A503B,ACC94D9D304348B,2024-07-01,842.14,1000,0.8421,25.26,568.06,0
BAL6299B4032DE1,ACC94D9D304348B,2024-08-01,957.19,1000,0.9572,28.72,288.13,0
BALD6287DFAFB73,ACC94D9D304348B,2024-09-01,999.36,1000,0.9994,29.98,447.54,9
BAL1F644DAA6CCC,ACC94D9D304348B,2024-10-01,1000,1000,1.0,30.0,611.49,3
BAL24B43AFA9EC4,ACC94D9D304348B,2024-11-01,1000,1000,1.0,30.0,920.9,0
BAL7852B5533BEA,ACC94D9D304348B,2024-12-01,1000,1000,1.0,30.0,672.0,11
BALFE460EB232D8,ACC94D9D304348B,2025-01-01,1000,1000,1.0,30.0,572.45,5
BALC68D0D391A39,ACC94D9D304348B,2025-02-01,1000,1000,1.0,30.0,269.52,0
BAL98DAA6AA676C,ACC94D9D304348B,2025-03-01,935.95,1000,0.936,28.08,423.3,0
BALD6C6016F2C80,ACC94D9D304348B,2025-04-01,1000,1000,1.0,30.0,798.99,0
BAL9F8B364A820D,ACC1E63523A835C,2024-06-01,1552.8,2000,0.7764,46.58,859.28,1
BAL00A046463542,ACC1E63523A835C,2024-07-01,1724.9,2000,0.8624,51.75,1367.48,0
BAL136B393191CB,ACC1E63523A835C,2024-08-01,1997.28,2000,0.9986,59.92,690.69,0
BAL1BC73A118D5F,ACC1E63523A835C,2024-09-01,2000,2000,1.0,60.0,814.64,0
BAL60891A51E62F,ACC1E63523A835C,2024-10-01,1972.39,2000,0.9862,59.17,1948.22,0
BAL67E3895C3D17,ACC1E63523A835C,2024-11-01,2000,2000,1.0,60.0,647.71,0
BALF7B6426E0C5B,ACC1E63523A835C,2024-12-01,2000,2000,1.0,60.0,235.71,0
BALC23C69C49F7D,ACC1E63523A835C,2025-01-01,2000,2000,1.0,60.0,1954.73,0
BAL6E3DAB9CF23A,ACC1E63523A835C,2025-02-01,1936.72,2000,0.9684,58.1,1589.72,0
BAL1667CD5289B5,ACC1E63523A835C,2025-03-01,1938.36,2000,0.9692,58.15,657.77,5
BALE79EB1CD499D,ACC1E63523A835C,2025-04-01,1845.52,2000,0.9228,55.37,128.01,2
BALF8061DA0D967,ACC748A3DA07869,2023-06-01,125.71,1500,0.0838,25,10.76,39
BALF40226EE75F2,ACC748A3DA07869,2023-07-01,248.17,1500,0.1654,25,10.36,31
BAL145CB0D5D42E,ACC748A3DA07869,2023-08-01,352.3,1500,0.2349,25,8.0,38
BALBF02790F82DE,ACC748A3DA07869,2023-09-01,284.91,1500,0.1899,25,2.78,36
BAL022042B48D87,ACC748A3DA07869,2023-10-01,210.48,1500,0.1403,25,5.07,31
BALE9B660B2384B,ACC748A3DA07869,2023-11-01,175.47,1500,0.117,25,12.46,36
BAL3263085EB039,ACC748A3DA07869,2023-12-01,153.3,1500,0.1022,25,0.4,37
BALA1A932F95962,ACC748A3DA07869,2024-01-01,70.87,1500,0.0472,25,5.65,41
BAL747DE883CC01,ACC748A3DA07869,2024-02-01,0,1500,0.0,25,10.85,35
BALF24A0A7A9F49,ACC748A3DA07869,2024-03-01,9.8,1500,0.0065,25,3.63,25
BALCF44A712A65F,ACC748A3DA07869,2024-04-01,103.5,1500,0.069,25,0.73,40
BAL78866EF70776,ACC748A3DA07869,2024-05-01,141.97,1500,0.0946,25,3.24,34
BALA4FC5753DA4F,ACC748A3DA07869,2024-06-01,398.97,1500,0.266,25,1.53,40
BAL70D5D8C12323,ACC748A3DA07869,2024-07-01,569.81,1500,0.3799,25,1.02,38
BAL05027B10B073,ACC748A3DA07869,2024-08-01,776.05,1500,0.5174,25,0.55,37
BALB12967BF4A40,ACC748A3DA07869,2024-09-01,953.33,1500,0.6356,28.6,10.4,37
BALBC1E3724F71E,ACC748A3DA07869,2024-10-01,909.83,1500,0.6066,27.29,4.79,30
BAL1325356BD291,ACC748A3DA07869,2024-11-01,1104.16,1500,0.7361,33.12,11.76,33
BALD374F0F1B3C6,ACC748A3DA07869,2024-12-01,1223.4,1500,0.8156,36.7,16.57,27
BAL206175AB0E74,ACC748A3DA07869,2025-01-01,1045.61,1500,0.6971,31.37,12.36,34
BAL805C9B2AC232,ACC748A3DA07869,2025-02-01,1146.7,1500,0.7645,34.4,3.7,39
BALF6D0EF16A7B4,ACC748A3DA07869,2025-03-01,1133.1,1500,0.7554,33.99,14.36,28
BAL4E079A3FE710,ACC748A3DA07869,2025-04-01,1133.65,1500,0.7558,34.01,1.71,39
BALB0AB03744F44,ACC991BBD55076C,2022-12-01,142.67,500,0.2853,25,113.16,0
BAL9BAFB5934D16,ACC991BBD55076C,2023-01-01,235.73,500,0.4715,25,190.51,0
BAL9EECA8C86819,ACC991BBD55076C,2023-02-01,276.69,500,0.5534,25,223.79,15
BAL93A26BB418DC,ACC991BBD55076C,2023-03-01,500,500,1.0,25,57.58,1
BALED8DD9C354A2,ACC991BBD55076C,2023-04-01,500,500,1.0,25,410.06,1
BAL03BC2F723950,ACC991BBD55076C,2023-05-01,500,500,1.0,25,457.83,0
BALE656CAE3D6DA,ACC991BBD55076C,2023-06-01,500,500,1.0,25,207.76,8
BALBC0A992CB7ED,ACC991BBD55076C,2023-07-01,500,500,1.0,25,313.6,0
BAL941832877559,ACC991BBD55076C,2023-08-01,500,500,1.0,25,80.07,6
BALED6A1C626C43,ACC991BBD55076C,2023-09-01,500,500,1.0,25,42.19,0
BAL887EAE90802F,ACC991BBD55076C,2023-10-01,478.12,500,0.9562,25,79.74,8
BALA77A40A4DCFD,ACC991BBD55076C,2023-11-01,500,500,1.0,25,130.74,5
BALA6F915A6CCCD,ACC991BBD55076C,2023-12-01,500,500,1.0,25,220.6,0
BALD7F7168B7DA6,ACC991BBD55076C,2024-01-01,500,500,1.0,25,258.92,2
BALADFD34D4FFA4,ACC991BBD55076C,2024-02-01,500,500,1.0,25,279.73,0
BAL04DDC195CE65,ACC991BBD55076C,2024-03-01,373.8,500,0.7476,25,321.72,0
BALD6D9723D60FC,ACC991BBD55076C,2024-04-01,500,500,1.0,25,381.83,9
BAL0A4134302977,ACC991BBD55076C,2024-05-01,500,500,1.0,25,478.26,0
BALC456455B8EC9,ACC991BBD55076C,2024-06-01,500,500,1.0,25,494.88,11
BAL424C0880A536,ACC991BBD55076C,2024-07-01,500,500,1.0,25,310.08,1
BALC7C4AB0ADA8F,ACC991BBD55076C,2024-08-01,341.86,500,0.6837,25,330.09,2
BALEC3467DB69FA,ACC991BBD55076C,2024-09-01,178.97,500,0.3579,25,54.98,9
BALE4A5ED8C4E78,ACC991BBD55076C,2024-10-01,267.21,500,0.5344,25,64.53,4
BAL885F2CE91062,ACC991BBD55076C,2024-11-01,500,500,1.0,25,391.54,5
BAL0C46F265EB03,ACC991BBD55076C,2024-12-01,432.59,500,0.8652,25,296.34,9
BAL3753634F84AD,ACC991BBD55076C,2025-01-01,471.59,500,0.9432,25,326.99,0
BAL5868C37656DB,ACC991BBD55076C,2025-02-01,500,500,1.0,25,248.81,0
BAL30034D886BD2,ACC991BBD55076C,2025-03-01,492.68,500,0.9854,25,360.02,5
BAL73A392453371,ACC991BBD55076C,2025-04-01,420.12,500,0.8402,25,27.73,0
BAL12970918FF9F,ACCD9815AFD7209,2023-12-01,760.44,1000,0.7604,25,158.34,1
BALEBCFAC9D2BC2,ACCD9815AFD7209,2024-01-01,767.7,1000,0.7677,25,750.13,1
BALB9BE2912DDBF,ACCD9815AFD7209,2024-02-01,682.48,1000,0.6825,25,64.15,1
BAL6050B1F458FD,ACCD9815AFD7209,2024-03-01,676.64,1000,0.6766,25,674.45,0
BAL8EC879C0A6D7,ACCD9815AFD7209,2024-04-01,635.64,1000,0.6356,25,436.43,1
BAL6DAE0F8F6C80,ACCD9815AFD7209,2024-05-01,519.65,1000,0.5196,25,83.31,0
BAL8A33323AEF73,ACCD9815AFD7209,2024-06-01,351.39,1000,0.3514,25,51.72,4
BALB44AA18DB8B6,ACCD9815AFD7209,2024-07-01,212.11,1000,0.2121,25,161.57,5
BALEA44C36CC5F2,ACCD9815AFD7209,2024-08-01,402.07,1000,0.4021,25,354.86,0
BAL5CD63567040D,ACCD9815AFD7209,2024-09-01,509.36,1000,0.5094,25,319.83,0
BAL5863B632EE32,ACCD9815AFD7209,2024-10-01,471.63,1000,0.4716,25,285.71,2
BAL65D42B2DC283,ACCD9815AFD7209,2024-11-01,644.4,1000,0.6444,25,501.31,0
BAL353866802662,ACCD9815AFD7209,2024-12-01,474.18,1000,0.4742,25,378.97,0
BALC60ECE89E975,ACCD9815AFD7209,2025-01-01,384.76,1000,0.3848,25,309.47,2
BALE51997F107FC,ACCD9815AFD7209,2025-02-01,400.0,1000,0.4,25,271.79,0
BALD23E8E5B723A,ACCD9815AFD7209,2025-03-01,452.45,1000,0.4524,25,283.74,1
BAL97BA7886E014,ACCD9815AFD7209,2025-04-01,262.53,1000,0.2625,25,163.4,0
BAL4134D54B2AC0,ACC1999119E6391,2023-10-01,654.02,5000,0.1308,25,504.82,1
BALA13448761E52,ACC1999119E6391,2023-11-01,598.12,5000,0.1196,25,42.68,0
BALD964DAE9E7AC,ACC1999119E6391,2023-12-01,479.76,5000,0.096,25,54.61,0
BALEA89608057EB,ACC1999119E6391,2024-01-01,676.06,5000,0.1352,25,28.83,0
BALC5CD3145DBBA,ACC1999119E6391,2024-02-01,537.28,5000,0.1075,25,427.66,2
BAL27E8778BC4BC,ACC1999119E6391,2024-03-01,782.26,5000,0.1565,25,607.09,0
BAL8854F58D9F6A,ACC1999119E6391,2024-04-01,708.85,5000,0.1418,25,535.94,3
BAL98A035E0E2B4,ACC1999119E6391,2024-05-01,947.07,5000,0.1894,28.41,672.82,0
BALCDCDC06CCC2E,ACC1999119E6391,2024-06-01,1092.97,5000,0.2186,32.79,562.42,1
BALE11AEC0EFC05,ACC1999119E6391,2024-07-01,1280.18,5000,0.256,38.41,1082.47,1
BALACCD26F7BEA6,ACC1999119E6391,2024-08-01,1216.77,5000,0.2434,36.5,702.08,0
BAL44034549D305,ACC1999119E6391,2024-09-01,1192.97,5000,0.2386,35.79,984.94,6
BAL15A7D497C81D,ACC1999119E6391,2024-10-01,998.75,5000,0.1998,29.96,688.84,3
BAL90D20D127FFB,ACC1999119E6391,2024-11-01,1253.09,5000,0.2506,37.59,647.17,0
BALDEB6DF127100,ACC1999119E6391,2024-12-01,1260.08,5000,0.252,37.8,198.78,4
BALEC6DAF3616D3,ACC1999119E6391,2025-01-01,1259.27,5000,0.2519,37.78,763.49,0
BALAE3193AB2255,ACC1999119E6391,2025-02-01,1169.49,5000,0.2339,35.08,736.41,0
BAL0CDFE13C708E,ACC1999119E6391,2025-03-01,1255.24,5000,0.251,37.66,87.12,0
BAL215AD0CB27F0,ACC1999119E6391,2025-04-01,1184.19,5000,0.2368,35.53,734.36,0
BALAA816086EA67,ACC7B06A1917843,2023-12-01,2717.22,5000,0.5434,81.52,846.81,4
BALF2119FCA805A,ACC7B06A1917843,2024-01-01,2696.76,5000,0.5394,80.9,2513.42,5
BALEA0663A54B08,ACC7B06A1917843,2024-02-01,2712.3,5000,0.5425,81.37,913.26,0
BAL33A7663205EB,ACC7B06A1917843,2024-03-01,2607.57,5000,0.5215,78.23,2003.3,0
BAL593BF8A08A9F,ACC7B06A1917843,2024-04-01,2783.94,5000,0.5568,83.52,1716.79,0
BALCEB14F215048,ACC7B06A1917843,2024-05-01,3023.01,5000,0.6046,90.69,2455.38,1
BAL032EFBF479C9,ACC7B06A1917843,2024-06-01,3292.09,5000,0.6584,98.76,3187.32,2
BALC08596C7EF39,ACC7B06A1917843,2024-07-01,3339.77,5000,0.668,100.19,1799.14,0
BAL9BFA3057BEA9,ACC7B06A1917843,2024-08-01,3634.38,5000,0.7269,109.03,2479.11,0
BAL0D4F5349D993,ACC7B06A1917843,2024-09-01,3622.04,5000,0.7244,108.66,1931.24,0
BAL3838AE3D793E,ACC7B06A1917843,2024-10-01,3905.08,5000,0.781,117.15,3760.87,0
BALBD8A62754846,ACC7B06A1917843,2024-11-01,3898.79,5000,0.7798,116.96,2419.15,0
BAL70DC0ECF6AD7,ACC7B06A1917843,2024-12-01,3759.27,5000,0.7519,112.78,1535.75,2
BAL325E3796FE42,ACC7B06A1917843,2025-01-01,3627.82,5000,0.7256,108.83,2639.55,0
BAL0A70DC16E831,ACC7B06A1917843,2025-02-01,3522.64,5000,0.7045,105.68,2144.8,0
BALFC743D4FDDC5,ACC7B06A1917843,2025-03-01,3386.38,5000,0.6773,101.59,2755.42,0
BAL34E775FA3ED6,ACC7B06A1917843,2025-04-01,3645.12,5000,0.729,109.35,3637.77,4
BAL312CC4F3BB68,ACC1C0A735F509A,2022-12-01,206.17,500,0.4123,25,33.33,0
BAL9B8E5853A984,ACC1C0A735F509A,2023-01-01,425.76,500,0.8515,25,323.97,3
BAL2BC2957346DD,ACC1C0A735F509A,2023-02-01,500,500,1.0,25,165.29,6
BALEA7FC09E0057,ACC1C0A735F509A,2023-03-01,500,500,1.0,25,261.19,9
BALA9E9BF05E1CA,ACC1C0A735F509A,2023-04-01,366.07,500,0.7321,25,54.58,4
BAL1B9298D3EE1F,ACC1C0A735F509A,2023-05-01,302.83,500,0.6057,25,292.0,0
BAL765F0943F57F,ACC1C0A735F509A,2023-06-01,272.93,500,0.5459,25,109.69,0
BAL621CBE6BCB0F,ACC1C0A735F509A,2023-07-01,73.27,500,0.1465,25,40.5,0
BALC8258F3AC9E4,ACC1C0A735F509A,2023-08-01,291.73,500,0.5835,25,248.44,0
BAL6B5A3D84B09F,ACC1C0A735F509A,2023-09-01,122.99,500,0.246,25,42.61,5
BAL1919F18B6C6B,ACC1C0A735F509A,2023-10-01,103.97,500,0.2079,25,92.06,0
BAL555E3FF21B30,ACC1C0A735F509A,2023-11-01,216.94,500,0.4339,25,199.32,2
BAL127CEBCBCACD,ACC1C0A735F509A,2023-12-01,465.49,500,0.931,25,170.56,0
BAL32EC621941C7,ACC1C0A735F509A,2024-01-01,325.0,500,0.65,25,106.66,0
BAL45EF72BC1989,ACC1C0A735F509A,2024-02-01,500,500,1.0,25,32.91,0
BAL43047BFD172E,ACC1C0A735F509A,2024-03-01,414.97,500,0.8299,25,283.89,0
BALB9A63C5473F6,ACC1C0A735F509A,2024-04-01,336.07,500,0.6721,25,64.47,0
BALC0A119C7E3A4,ACC1C0A735F509A,2024-05-01,438.34,500,0.8767,25,390.06,0
BAL3F11597722F9,ACC1C0A735F509A,2024-06-01,500,500,1.0,25,299.86,9
BALE2D543CD2054,ACC1C0A735F509A,2024-07-01,413.11,500,0.8262,25,67.31,0
BALFBC57AC3CC9F,ACC1C0A735F509A,2024-08-01,500,500,1.0,25,456.67,0
BAL7B04764E8394,ACC1C0A735F509A,2024-09-01,500,500,1.0,25,408.54,0
BAL1A8FA0073BB7,ACC1C0A735F509A,2024-10-01,500,500,1.0,25,400.26,0
BAL23CFA7DBA893,ACC1C0A735F509A,2024-11-01,500,500,1.0,25,432.61,0
BAL6B5117803892,ACC1C0A735F509A,2024-12-01,500,500,1.0,25,326.71,4
BAL2C8EC54A02D3,ACC1C0A735F509A,2025-01-01,500,500,1.0,25,96.79,0
BAL6E107EBAD1EC,ACC1C0A735F509A,2025-02-01,500,500,1.0,25,46.44,7
BAL57D857217BDB,ACC1C0A735F509A,2025-03-01,500,500,1.0,25,277.18,9
BAL3B11B67BE58C,ACC1C0A735F509A,2025-04-01,414.04,500,0.8281,25,109.43,0
BAL2FB7F7F0B192,ACCFF6754EE9599,2023-08-01,3046.9,5000,0.6094,91.41,330.24,0
BAL17DDD88CE38F,ACCFF6754EE9599,2023-09-01,2901.42,5000,0.5803,87.04,130.64,7
BAL25CB448375D7,ACCFF6754EE9599,2023-10-01,2892.85,5000,0.5786,86.79,2504.25,2
BAL783766E33CEF,ACCFF6754EE9599,2023-11-01,2774.16,5000,0.5548,83.22,1182.2,6
BAL745329AD3A9E,ACCFF6754EE9599,2023-12-01,2882.44,5000,0.5765,86.47,2338.71,0
BAL1135CFC33ABA,ACCFF6754EE9599,2024-01-01,3087.82,5000,0.6176,92.63,2127.21,0
BAL45F822B3CC20,ACCFF6754EE9599,2024-02-01,3374.02,5000,0.6748,101.22,2641.9,4
BALE85547A5B7E5,ACCFF6754EE9599,2024-03-01,3609.49,5000,0.7219,108.28,3143.28,0
BAL1F737CA82E02,ACCFF6754EE9599,2024-04-01,3559.74,5000,0.7119,106.79,1911.57,4
BAL2B3EBE03A32D,ACCFF6754EE9599,2024-05-01,3626.33,5000,0.7253,108.79,796.19,0
BALFB6699E01AF5,ACCFF6754EE9599,2024-06-01,3739.56,5000,0.7479,112.19,1253.24,0
BAL39520E47C559,ACCFF6754EE9599,2024-07-01,3687.27,5000,0.7375,110.62,774.73,0
BALEBF717257252,ACCFF6754EE9599,2024-08-01,3545.65,5000,0.7091,106.37,3198.41,0
BAL213649A4AA75,ACCFF6754EE9599,2024-09-01,3830.65,5000,0.7661,114.92,2639.99,0
BAL5D224367E988,ACCFF6754EE9599,2024-10-01,3796.21,5000,0.7592,113.89,3740.62,0
BAL056C4D606C28,ACCFF6754EE9599,2024-11-01,3722.09,5000,0.7444,111.66,1431.36,0
BALEFD37D3F6A6D,ACCFF6754EE9599,2024-12-01,3777.48,5000,0.7555,113.32,1841.8,0
BALB892047FEEFB,ACCFF6754EE9599,2025-01-01,3581.04,5000,0.7162,107.43,1017.5,0
BALE831B72E2DFD,ACCFF6754EE9599,2025-02-01,3838.58,5000,0.7677,115.16,2753.54,3
BALBB4B7E33546F,ACCFF6754EE9599,2025-03-01,3904.72,5000,0.7809,117.14,2163.7,4
BAL07A3618A57CC,ACCFF6754EE9599,2025-04-01,4058.1,5000,0.8116,121.74,3380.24,0
BAL1C13810B1D64,ACC72CB0EC52451,2023-08-01,888.33,1500,0.5922,26.65,138.14,0
BAL37EDBB7058B6,ACC72CB0EC52451,2023-09-01,724.46,1500,0.483,25,613.95,0
BALCC5525E93E2A,ACC72CB0EC52451,2023-10-01,632.03,1500,0.4214,25,578.19,0
BAL76387E04F457,ACC72CB0EC52451,2023-11-01,483.39,1500,0.3223,25,381.23,0
BALDE841175910B,ACC72CB0EC52451,2023-12-01,638.06,1500,0.4254,25,267.85,6
BAL745198B8066A,ACC72CB0EC52451,2024-01-01,678.44,1500,0.4523,25,218.11,4
BAL6CE9B281F2A7,ACC72CB0EC52451,2024-02-01,927.68,1500,0.6185,27.83,101.8,1
BAL89E679C2516E,ACC72CB0EC52451,2024-03-01,729.58,1500,0.4864,25,602.08,0
BALB2B618683718,ACC72CB0EC52451,2024-04-01,537.19,1500,0.3581,25,223.57,0
BALEA06921E63FB,ACC72CB0EC52451,2024-05-01,408.36,1500,0.2722,25,327.26,4
BAL5168DA5529AE,ACC72CB0EC52451,2024-06-01,507.11,1500,0.3381,25,474.02,0
BALEBA791D0FFCC,ACC72CB0EC52451,2024-07-01,442.72,1500,0.2951,25,110.52,4
BAL291FD2CA5D3F,ACC72CB0EC52451,2024-08-01,277.28,1500,0.1849,25,225.74,1
BALA0DD62CDFC17,ACC72CB0EC52451,2024-09-01,138.52,1500,0.0923,25,121.64,0
BAL3037790F85B5,ACC72CB0EC52451,2024-10-01,51.91,1500,0.0346,25,47.03,7
BAL973D17BFCE39,ACC72CB0EC52451,2024-11-01,318.33,1500,0.2122,25,73.29,0
BAL2F9BC56D6A09,ACC72CB0EC52451,2024-12-01,334.4,1500,0.2229,25,215.36,1
BAL464FBAFCBFF2,ACC72CB0EC52451,2025-01-01,157.25,1500,0.1048,25,52.25,0
BALCE655B53D371,ACC72CB0EC52451,2025-02-01,273.84,1500,0.1826,25,81.31,0
BAL4B197A9E1E5E,ACC72CB0EC52451,2025-03-01,255.99,1500,0.1707,25,189.34,6
BAL05AA1A6665AE,ACC72CB0EC52451,2025-04-01,406.5,1500,0.271,25,335.44,0
BAL1D7DBBD51634,ACC90990FAAE45A,2023-04-01,1327.86,3000,0.4426,39.84,158.75,0
BALFB5F9D488705,ACC90990FAAE45A,2023-05-01,1594.16,3000,0.5314,47.82,839.14,7
BAL58DDEB57ED4C,ACC90990FAAE45A,2023-06-01,1859.35,3000,0.6198,55.78,1647.7,3
BAL9479F36B0AD9,ACC90990FAAE45A,2023-07-01,1717.15,3000,0.5724,51.51,1005.4,4
BAL9B1F85764C27,ACC90990FAAE45A,2023-08-01,1625.83,3000,0.5419,48.77,738.11,6
BAL93521B3AE97A,ACC90990FAAE45A,2023-09-01,1884.99,3000,0.6283,56.55,998.14,0
BAL96B0C3AD1D8C,ACC90990FAAE45A,2023-10-01,2118.73,3000,0.7062,63.56,2021.27,0
BALC9A49A9D7D8F,ACC90990FAAE45A,2023-11-01,2024.06,3000,0.6747,60.72,291.46,2
BALFC94E0F39B56,ACC90990FAAE45A,2023-12-01,2125.1,3000,0.7084,63.75,608.03,3
BALD4A023944A66,ACC90990FAAE45A,2024-01-01,1945.58,3000,0.6485,58.37,1718.79,5
BAL711CB86814F5,ACC90990FAAE45A,2024-02-01,2088.46,3000,0.6962,62.65,2049.08,0
BAL79520BD5C860,ACC90990FAAE45A,2024-03-01,2254.38,3000,0.7515,67.63,1988.42,4
BAL61FC617C29D8,ACC90990FAAE45A,2024-04-01,2453.16,3000,0.8177,73.59,1395.62,0
BAL4DC68F6569C5,ACC90990FAAE45A,2024-05-01,2407.99,3000,0.8027,72.24,1173.78,2
BAL625102E0384A,ACC90990FAAE45A,2024-06-01,2437.51,3000,0.8125,73.13,596.08,0
BAL5E7E24F14D74,ACC90990FAAE45A,2024-07-01,2430.01,3000,0.81,72.9,2099.14,5
BALBDF504A7FB7A,ACC90990FAAE45A,2024-08-01,2236.27,3000,0.7454,67.09,1525.23,0
BALF4156203892F,ACC90990FAAE45A,2024-09-01,2260.91,3000,0.7536,67.83,2178.35,6
BAL941D4CF3F8FA,ACC90990FAAE45A,2024-10-01,2335.72,3000,0.7786,70.07,420.46,8
BAL8CCAFB302429,ACC90990FAAE45A,2024-11-01,2568.45,3000,0.8562,77.05,527.96,0
BALCF03F5988A51,ACC90990FAAE45A,2024-12-01,2428.91,3000,0.8096,72.87,2026.01,0
BAL0F717DC246AC,ACC90990FAAE45A,2025-01-01,2335.17,3000,0.7784,70.06,2009.9,0
BAL848B3E0C998A,ACC90990FAAE45A,2025-02-01,2217.69,3000,0.7392,66.53,1261.71,6
BAL835E181F8D43,ACC90990FAAE45A,2025-03-01,2148.48,3000,0.7162,64.45,982.18,0
BAL40E1E5E502AC,ACC90990FAAE45A,2025-04-01,2056.23,3000,0.6854,61.69,472.55,3
